,시작지점의 위도,시작지점의 경도,열의 합,위치합
0,33.24343175,126.4220255,0.1827,159.6654572
1,33.24451183,126.4270689,0,159.6715808
2,33.24460088,126.5620801,0.352463305,159.8066809
3,33.24487138,126.5644073,0.32018,159.8092787
4,33.24488176,126.4190893,0.209990523,159.663971
5,33.24515022,126.5652565,0.32018,159.8104067
6,33.24537488,126.5658054,0.32018,159.8111803
7,33.2455654,126.5662282,0.32018,159.8117936
8,33.24586016,126.417641,0.211214482,159.6635012
9,33.24608087,126.5672043,0.32018,159.8132852
10,33.24615049,126.4172112,0.1827,159.6633617
11,33.24691218,126.5681861,0.32018,159.8150983
12,33.24699594,126.5243579,0.411985,159.7713538
13,33.24705252,126.5235027,0.411985,159.7705552
14,33.24738789,126.5686417,0.32018,159.8160295
15,33.24760701,126.5619431,0.368024024,159.8095502
16,33.24849066,126.5660921,0.32018,159.8145828
17,33.24850523,126.5697971,0.32018,159.8183023
18,33.24863305,126.5677662,0.32018,159.8163993
19,33.24871637,126.5109963,0.411985,159.7597126
20,33.24902907,126.5098641,0.404509097,159.7588931
21,33.24950478,126.4307867,0,159.6802914
22,33.24952743,126.4151677,0.1827,159.6646951
23,33.24955133,126.5712658,0.32018,159.8208172
24,33.24958273,126.5078737,0.411985,159.7574565
25,33.2499487,126.5056637,0.400872152,159.7556124
26,33.25044088,126.4797725,0.411985,159.7302134
27,33.25057567,126.4789731,0.411985,159.7295487
28,33.25060425,126.4892593,0.411985,159.7398635
29,33.25061121,126.3037804,0.27496,159.5543916
30,33.25062354,126.4897333,0.411985,159.7403568
31,33.25063952,126.3082148,0.27496,159.5588543
32,33.25067072,126.5723659,0.32018,159.8230366
33,33.25100258,126.4121633,0.1827,159.6631659
34,33.25104534,126.5105738,0.38892,159.7616192
35,33.25109154,126.435439,0.357027059,159.6865305
36,33.25109518,126.4351376,0.358012468,159.6862328
37,33.25114646,126.4338073,0.32018,159.6849537
38,33.25115167,126.4780391,0.411985,159.7291908
39,33.25142615,126.5090662,0.38892,159.7604924
40,33.25161437,126.508321,0.332005216,159.7599354
41,33.25171631,126.4256124,0.32018,159.6773287
42,33.25180699,126.5075584,0.38892,159.7593654
43,33.25181211,126.4126065,0.1827,159.6644186
44,33.25188402,126.4232005,0.32018,159.6750845
45,33.25194718,126.5108937,0.38892,159.7628409
46,33.25201851,126.5678052,0.32018,159.8198237
47,33.25205196,126.5535259,0.20622,159.8055779
48,33.25218326,126.5060688,0.38892,159.758252
49,33.25239002,126.443907,0.296578128,159.696297
50,33.25251018,126.5086445,0.1827,159.7611547
51,33.25259756,126.5677653,0.32018,159.8203629
52,33.25271174,126.561124,0.355657157,159.8138357
53,33.25279788,126.5111954,0.38892,159.7639933
54,33.25307382,126.5063927,0.38892,159.7594666
55,33.25320032,126.5610487,0.289072755,159.814249
56,33.25334833,126.5089471,0.1827,159.7622955
57,33.25364754,126.5114968,0.38892,159.7651443
58,33.25390012,126.5066933,0.38892,159.7605935
59,33.25412867,126.5654806,0.314842362,159.8196093
60,33.25421385,126.5092596,0.1827,159.7634735
61,33.25421588,126.5768901,0.32018,159.831106
62,33.2542335,126.5659579,0.314787525,159.8201914
63,33.25426833,126.2128191,0.20622,159.4670874
64,33.25453079,126.5118101,0.314398939,159.7663409
65,33.25461205,126.3421032,0.13748,159.5967152
66,33.25462828,126.5676779,0.305551049,159.8223062
67,33.25478224,126.5070142,0.38892,159.7617965
68,33.25489604,126.5103611,0.38892,159.7652571
69,33.25509362,126.5095773,0.320985441,159.7646709
70,33.25510608,126.5408316,0.411985,159.7959376
71,33.25521527,126.4142357,0.274605829,159.6694509
72,33.25528637,126.5088127,0.38892,159.764099
73,33.25543146,126.4136866,0.32018,159.6691181
74,33.25558113,126.5118786,0.1827,159.7674597
75,33.25565928,126.5073333,0.38892,159.7629926
76,33.25566299,126.4349775,0.252029246,159.6906405
77,33.25620367,126.5605547,0.38892,159.8167583
78,33.25644875,126.5110301,0.38892,159.7674789
79,33.25651707,126.5681978,0.32018,159.8247148
80,33.25667094,126.5244105,0.32018,159.7810814
81,33.25678487,126.5089403,0.38892,159.7657251
82,33.25713006,126.5103639,0.38892,159.767494
83,33.25740064,126.5257448,0.1827,159.7831454
84,33.25740972,126.524412,0.32018,159.7818218
85,33.25747368,126.5684935,0.32018,159.8259672
86,33.25752155,126.2101697,0.20622,159.4676912
87,33.2579776,126.4284421,0.27496,159.6864197
88,33.25798293,126.3529354,0.169639808,159.6109183
89,33.25809287,126.4060064,0.32018,159.6640993
90,33.2581194,126.4158395,0.230567978,159.6739589
91,33.25850712,126.4270034,0.27496,159.6855106
92,33.25865301,126.5684904,0.355528297,159.8271434
93,33.25889993,126.4769218,0.262596,159.7358218
94,33.25895957,126.4765076,0.234502322,159.7354672
95,33.25908582,126.5933991,0.27496,159.8524849
96,33.25920567,126.4746874,0.234313678,159.7338931
97,33.25922914,126.593874,0.27496,159.8531032
98,33.25926575,126.4740102,0.262596,159.733276
99,33.25926966,126.4046622,0.445296,159.6639319
100,33.2593906,126.4048654,0.416898794,159.664256
101,33.25989768,126.3563702,0.20622,159.6162679
102,33.25999524,126.4913055,0.193856,159.7513008
103,33.26005584,126.490987,0.165750594,159.7510428
104,33.26017786,126.4903455,0.165566596,159.7505233
105,33.26018788,126.5103703,0.38892,159.7705582
106,33.26022369,126.4901045,0.193856,159.7503282
107,33.26038218,126.5131534,0.362143138,159.7735356
108,33.26051257,126.5148509,0.343245,159.7753634
109,33.26097,126.4101959,0.355086072,159.6711659
110,33.26127014,126.5244287,0.32018,159.7856989
111,33.26165513,126.4526584,0.262596,159.7143135
112,33.2616899,126.4531019,0.262596,159.7147918
113,33.26175648,126.4125785,0.32018,159.674335
114,33.262025,126.4143598,0.32018,159.6763848
115,33.26207532,126.5590244,0.38892,159.8210997
116,33.26266241,126.5420597,0.056376,159.8047222
117,33.26268998,126.5422999,0.056376,159.8049899
118,33.26323871,126.4438264,0.20622,159.7070651
119,33.26359264,126.6232044,0.27496,159.886797
120,33.26362402,126.6239433,0.27496,159.8875673
121,33.26368492,126.5509785,0.20622,159.8146634
122,33.26411158,126.5540433,0.20622,159.8181549
123,33.2641172,126.5543138,0.20622,159.818431
124,33.26421696,126.5587405,0.29528349,159.8229575
125,33.26458624,126.5618299,0.20622,159.8264161
126,33.26493695,126.5635538,0.20622,159.8284908
127,33.26498152,126.3717285,0.20622,159.63671
128,33.26506545,126.3720645,0.20622,159.6371299
129,33.26514008,126.3725803,0.20622,159.6377204
130,33.26536496,126.5649235,0.234408,159.8302885
131,33.26543057,126.5651335,0.234341113,159.8305641
132,33.2659882,126.4142675,0.281388,159.6802557
133,33.26604001,126.4140285,0.281388,159.6800685
134,33.26614536,126.5681559,0.294006302,159.8343012
135,33.26874885,126.3948984,0.418868,159.6636473
136,33.26878069,126.3946057,0.418868,159.6633864
137,33.27222185,126.5953034,0.193856,159.8675252
138,33.27229128,126.5955016,0.193856,159.8677929
139,33.27460469,126.2341418,0.20622,159.5087465
140,33.27504418,126.2334396,0.20622,159.5084838
141,33.27537379,126.2327142,0.20622,159.508088
142,33.2776611,126.6625064,0.3437,159.9401675
143,33.27816804,126.6676508,0.3437,159.9458189
144,33.2791451,126.3685977,0.3437,159.6477428
145,33.27988259,126.6859543,0.3437,159.9658369
146,33.2800721,126.3621475,0.381241794,159.6422196
147,33.28008438,126.3620578,0.418868,159.6421422
148,33.28011527,126.3618322,0.381252349,159.6419475
149,33.28096324,126.3567881,0.412193282,159.6377513
150,33.28156341,126.7031397,0.3437,159.9847031
151,33.28217809,126.226141,0.20622,159.5083191
152,33.28277136,126.7167181,0.13748,159.9994894
153,33.28359298,126.7205908,0.243837542,160.0041838
154,33.28418899,126.7233061,0.423465192,160.0074951
155,33.28443933,126.7244466,0.56405502,160.0088859
156,33.28455156,126.7249579,0.601568,160.0095095
157,33.28563828,126.7209754,0.312285426,160.0066137
158,33.28582287,126.3015723,0.20622,159.5873951
159,33.28597384,126.3017889,0.20622,159.5877627
160,33.28608305,126.7209549,0.380991831,160.007038
161,33.28735559,126.7365254,0.601568,160.0238809
162,33.28758168,126.7375119,0.601568,160.0250936
163,33.28799734,126.7393257,0.32018,160.0273231
164,33.28836836,126.6553998,0.32018,159.9437681
165,33.2890034,126.7442912,0.32018,160.0332946
166,33.28986081,126.4874089,0.418413,159.7772697
167,33.29011606,126.4890057,0.380684434,159.7791218
168,33.2913585,126.5144566,0.380761674,159.8058151
169,33.29140408,126.513613,0.380963894,159.8050171
170,33.29173073,126.5043963,0.380896326,159.796127
171,33.29174712,126.5050097,0.380829,159.7967568
172,33.29189246,126.5561707,0.343245,159.8480631
173,33.29561071,126.595226,0.20622,159.8908367
174,33.29862445,126.333607,0.418868,159.6322315
175,33.29893758,126.3339344,0.418868,159.632872
176,33.29909571,126.3337768,0.32018,159.6328725
177,33.2996578,126.3461688,0.480725,159.6458266
178,33.30079609,126.6003318,0.20622,159.9011279
179,33.30111398,126.7196162,0.411985,160.0207301
180,33.30177715,126.334881,0.32018,159.6366581
181,33.30535879,126.5989137,0.244020849,159.9042725
182,33.30586722,126.5990813,0.249136451,159.9049485
183,33.30697912,126.8058074,0.212648,160.1127865
184,33.30702787,126.8063031,0.212648,160.1133309
185,33.30823577,126.5986898,0.219471962,159.9069255
186,33.30846486,126.7162714,0.38892,160.0247363
187,33.30871407,126.7159829,0.38892,160.0246969
188,33.3115379,126.34581,0.3437,159.6573479
189,33.3123352,126.6958613,0.212648,160.0081965
190,33.31244883,126.6961726,0.174663231,160.0086214
191,33.31250903,126.7038632,0.13748,160.0163722
192,33.31511096,126.7143328,0.32018,160.0294438
193,33.31530839,126.7143528,0.32018,160.0296612
194,33.31691324,126.6246344,0.464088,159.9415476
195,33.31706538,126.6238672,0.460881115,159.9409326
196,33.31745884,126.2698681,0.274505,159.5873269
197,33.31807481,126.6181968,0.495168029,159.9362716
198,33.31812621,126.6179,0.532828,159.9360262
199,33.31874609,126.2471483,0.343245,159.5658944
200,33.32092071,126.3506304,0.350910735,159.6715511
201,33.3212695,126.3507779,0.381319244,159.6720474
202,33.32155192,126.2448706,0.13748,159.5664226
203,33.32201813,126.6451962,0.367231688,159.9672143
204,33.32285075,126.3514469,0.3437,159.6742976
205,33.32319724,126.2487488,0.228857168,159.571946
206,33.32363012,126.7607144,0.262596,160.0843445
207,33.32381708,126.7609794,0.262596,160.0847965
208,33.32509586,126.6656982,0.38892,159.990794
209,33.32690849,126.2530247,0.274505,159.5799332
210,33.33067271,126.3549868,0.32018,159.6856595
211,33.33082208,126.3541789,0.32018,159.685001
212,33.3317422,126.6764307,0.426453377,160.0081729
213,33.33198126,126.6770981,0.464088,160.0090794
214,33.33675593,126.6101411,0.29322,159.9468971
215,33.33684849,126.842086,0.13748,160.1789345
216,33.33715839,126.6103431,0.249632792,159.9475015
217,33.33724364,126.6958095,0.464088,160.0330531
218,33.33739788,126.696117,0.426649224,160.0335149
219,33.34105952,126.8453611,0.13748,160.1864206
220,33.34307858,126.1826165,0.3437,159.5256951
221,33.34342805,126.7037064,0.38892,160.0471345
222,33.3446284,126.8492787,0.13748,160.1939071
223,33.34523966,126.8501132,0.13748,160.1953528
224,33.34682945,126.3579912,0.3437,159.7048206
225,33.34830472,126.6142935,0.20622,159.9625982
226,33.34869123,126.6145986,0.20622,159.9632898
227,33.34882818,126.1862482,0.3437,159.5350763
228,33.3493202,126.7741163,0.262596,160.1234365
229,33.3494944,126.7741996,0.262596,160.123694
230,33.35027068,126.2560597,0.137025,159.6063303
231,33.35050375,126.256016,0.137025,159.6065198
232,33.35142558,126.2556786,0.224388459,159.6071042
233,33.35180611,126.3596082,0.381294517,159.7114143
234,33.352105,126.359705,0.418868,159.71181
235,33.35427756,126.186987,0.3437,159.5412645
236,33.35609812,126.1870704,0.3437,159.5431686
237,33.35682889,126.264075,0.38892,159.6209039
238,33.35835788,126.2716517,0.322616304,159.6300096
239,33.35983852,126.2677829,0.13748,159.6276214
240,33.36130848,126.7666219,0.13748,160.1279304
241,33.36171667,126.7669579,0.13748,160.1286745
242,33.36433621,126.7694089,0.199981782,160.1337451
243,33.36447103,126.7695682,0.23433786,160.1340392
244,33.36750621,126.2581499,0.343245,159.6256561
245,33.369081,126.6250533,0.243879347,159.9941343
246,33.36928075,126.6252501,0.281388,159.9945309
247,33.37026397,126.2837156,0.32018,159.6539795
248,33.3720564,126.4718002,0.20622,159.8438566
249,33.37214047,126.4717917,0.20622,159.8439321
250,33.37444066,126.2148415,0.212648,159.5892821
251,33.37451461,126.2150453,0.175088954,159.5895599
252,33.37485695,126.2792239,0.32018,159.6540809
253,33.3750433,126.2164561,0.13748,159.5914994
254,33.37872396,126.226134,0.27496,159.604858
255,33.38173029,126.7923122,0.20622,160.1740425
256,33.38216139,126.2360432,0.240726157,159.6182046
257,33.38360043,126.7936494,0.194620016,160.1772498
258,33.38753796,126.2491266,0.20622,159.6366645
259,33.38808893,126.4858502,0.249216834,159.8739391
260,33.38816135,126.4859897,0.29322,159.8741511
261,33.38975487,126.7983008,0.32018,160.1880557
262,33.39018743,126.4854805,0.20622,159.8756679
263,33.39121049,126.4835754,0.20622,159.8747859
264,33.39203469,126.6166349,0.281388,160.0086696
265,33.39228048,126.6165212,0.281388,160.0088017
266,33.39236592,126.2635134,0.343245,159.6558793
267,33.39318943,126.2631954,0.313498853,159.6563848
268,33.39397204,126.2630598,0.311497276,159.6570319
269,33.39422804,126.2630415,0.312680724,159.6572695
270,33.39437297,126.8009788,0.343245,160.1953518
271,33.39493462,126.8010287,0.380657488,160.1959633
272,33.39531104,126.8011481,0.418413,160.1964591
273,33.39633387,126.2605443,0.20622,159.6568782
274,33.39845152,126.7881547,0.343245,160.1866062
275,33.39866184,126.2636301,0.274953074,159.6622919
276,33.40118791,126.8747957,0.38892,160.2759836
277,33.40254552,126.8642442,0.38892,160.2667897
278,33.40484852,126.2694294,0.3437,159.6742779
279,33.40531935,126.2555411,0.357083735,159.6608605
280,33.40536275,126.2600269,0.419781745,159.6653897
281,33.40543178,126.2602258,0.413668014,159.6656576
282,33.40603706,126.6199332,0.281388,160.0259703
283,33.40618113,126.6198572,0.281388,160.0260384
284,33.40843131,126.2630299,0.371643992,159.6714613
285,33.40870891,126.7728967,0.380553323,160.1816056
286,33.40891283,126.7725181,0.380707945,160.1814309
287,33.40928737,126.2640154,0.38892,159.6733027
288,33.40941553,126.2591391,0.32018,159.6685546
289,33.4104234,126.7696499,0.343245,160.1800733
290,33.41125488,126.2573131,0.32018,159.668568
291,33.41208653,126.268408,0.38892,159.6804945
292,33.41242134,126.8322542,0.360938663,160.2446755
293,33.41257326,126.2586742,0.32018,159.6712474
294,33.41294463,126.3965107,0.418868,159.8094553
295,33.41315783,126.3968367,0.381280502,159.8099945
296,33.41356004,126.2596929,0.32018,159.6732529
297,33.41401069,126.3981395,0.3437,159.8121502
298,33.41417501,126.2693776,0.38892,159.6835526
299,33.41473315,126.4813649,0.266589199,159.8960981
300,33.41532599,126.479581,0.343245,159.894907
301,33.41552948,126.2617971,0.32018,159.6773266
302,33.4158543,126.2627386,0.32018,159.6785929
303,33.41744957,126.2629527,0.353245209,159.6804023
304,33.41780069,126.2646839,0.38892,159.6824846
305,33.41799613,126.2772079,0.418868,159.695204
306,33.41833861,126.2773139,0.418868,159.6956525
307,33.41841197,126.268029,0.365025,159.686441
308,33.4194234,126.4914948,0.20622,159.9109182
309,33.41947947,126.4058967,0.3437,159.8253762
310,33.4198282,126.7593219,0.343245,160.1791501
311,33.42043547,126.7587487,0.380814777,160.1791841
312,33.42061357,126.2730767,0.32018,159.6936903
313,33.4206955,126.7585066,0.38082188,160.1792021
314,33.42095461,126.27375,0.32018,159.6947047
315,33.42110925,126.407259,0.3437,159.8283682
316,33.42179327,126.6766607,0.343245,160.0984539
317,33.42214458,126.2781245,0.32018,159.7002691
318,33.42267243,126.4929348,0.20622,159.9156073
319,33.42395481,126.314599,0.262596,159.7385538
320,33.42411444,126.3147991,0.233868129,159.7389136
321,33.42434306,126.6758325,0.308757088,160.1001756
322,33.42442791,126.4093958,0.3437,159.8338237
323,33.42774727,126.662612,0.373420028,160.0903593
324,33.42774877,126.662335,0.399621,160.0900838
325,33.42884064,126.750881,0.343245,160.1797217
326,33.42938922,126.3523882,0.32018,159.7817774
327,33.4297137,126.3287072,0.1827,159.7584209
328,33.43074183,126.6743327,0.300830246,160.1050745
329,33.43099305,126.6741683,0.337076052,160.1051614
330,33.43196374,126.8625259,0.343245,160.2944896
331,33.43355818,126.6722978,0.343245,160.105856
332,33.43379415,126.4204346,0.3437,159.8542288
333,33.43458065,126.3243119,0.192194841,159.7588926
334,33.43483383,126.9096571,0.20622,160.3444909
335,33.43497968,126.7249392,0.343245,160.1599188
336,33.43586063,126.6807934,0.399621,160.116654
337,33.43594118,126.7362485,0.343245,160.1721897
338,33.43598701,126.6804385,0.399621,160.1164255
339,33.43655039,126.4239706,0.381290998,159.860521
340,33.43669035,126.4241588,0.381277002,159.8608491
341,33.43724855,126.6771536,0.137025,160.1144021
342,33.43774362,126.4256627,0.3437,159.8634063
343,33.4379355,126.3279376,0.13748,159.7658731
344,33.43794649,126.7325087,0.371512463,160.1704552
345,33.43832852,126.7320318,0.371409208,160.1703603
346,33.43879472,126.4271677,0.381290998,159.8659625
347,33.43886651,126.744382,0.371414369,160.1832485
348,33.43893867,126.4273533,0.381277002,159.866292
349,33.43902603,126.7448394,0.399621,160.1838654
350,33.43917961,126.3293863,0.13748,159.7685659
351,33.43956889,126.4280873,0.3437,159.8676562
352,33.44101921,126.4295113,0.3437,159.8705305
353,33.44330997,126.311886,0.1827,159.755196
354,33.44335781,126.431587,0.381294495,159.8749448
355,33.44359628,126.4318168,0.381273505,159.8754131
356,33.4441208,126.9129478,0.20622,160.3570686
357,33.44499601,126.4333317,0.3437,159.8783277
358,33.44505434,126.3360654,0.32018,159.7811198
359,33.4458473,126.9038077,0.343245,160.349655
360,33.44589305,126.5579584,0.20622,160.0038514
361,33.44640876,126.4349717,0.3437,159.8813804
362,33.44645577,126.5573726,0.20622,160.0038284
363,33.44718271,126.9125789,0.230439671,160.3597616
364,33.44868948,126.9163575,0.32018,160.365047
365,33.44935503,126.9150267,0.1827,160.3643818
366,33.45021527,126.9207714,0.32018,160.3709866
367,33.45029363,126.9121672,0.13748,160.3624608
368,33.45140357,126.3691221,0.411985,159.8205256
369,33.45173081,126.366077,0.411985,159.8178078
370,33.45190082,126.3419981,0.274505,159.7938989
371,33.45211724,126.9119251,0.13748,160.3640424
372,33.45239637,126.3449943,0.288931338,159.7973907
373,33.45242292,126.3826241,0.411985,159.835047
374,33.45258662,126.9118647,0.13748,160.3644514
375,33.45268849,126.7092766,0.343245,160.1619651
376,33.45273432,126.3853366,0.411985,159.838071
377,33.45276347,126.3489824,0.13748,159.8017459
378,33.45319943,126.3503441,0.411985,159.8035435
379,33.45332356,126.390354,0.411985,159.8436776
380,33.45334604,126.4406904,0.3437,159.8940364
381,33.45358486,126.3530884,0.411985,159.8066732
382,33.45570243,126.4013246,0.411985,159.857027
383,33.45796664,126.4100768,0.411985,159.8680434
384,33.45879893,126.310998,0.27496,159.7697969
385,33.45932544,126.4457503,0.3437,159.9050758
386,33.46015657,126.4468427,0.377595995,159.9069993
387,33.46027605,126.930941,0.32018,160.391217
388,33.46029035,126.5698703,0.32018,160.0301606
389,33.46095193,126.9106367,0.13748,160.3715886
390,33.4610546,126.4443328,0.411985,159.9053874
391,33.46112874,126.320568,0.27496,159.7816968
392,33.46221435,126.3265511,0.3437,159.7887655
393,33.46222797,126.4236391,0.411985,159.8858671
394,33.46267677,126.3301518,0.3437,159.7928286
395,33.46286948,126.5692974,0.32018,160.0321669
396,33.46309015,126.4524792,0.3437,159.9155693
397,33.46334162,126.4541064,0.27496,159.917448
398,33.46441438,126.5490984,0.27496,160.0135128
399,33.46492456,126.4643489,0.5264,159.9292734
400,33.46531818,126.9086122,0.3437,160.3739303
401,33.46586327,126.4563845,0.442401822,159.9222478
402,33.46643337,126.4545832,0.5264,159.9210165
403,33.46660662,126.4540215,0.5264,159.9206281
404,33.46677718,126.5182417,0.13748,159.9850189
405,33.46690655,126.5165161,0.13748,159.9834226
406,33.4670543,126.515718,0.13748,159.9827723
407,33.46798911,126.5698848,0.32018,160.0378739
408,33.46815793,126.4463686,0.5264,159.9145266
409,33.46866411,126.6782347,0.137025,160.1468988
410,33.46935202,126.5473139,0.27496,160.016666
411,33.46973116,126.6599857,0.411985,160.1297169
412,33.46991779,126.6641615,0.411985,160.1340793
413,33.47037218,126.9027929,0.3437,160.373165
414,33.47048337,126.4608463,0.27496,159.9313297
415,33.4705219,126.5839748,0.343245,160.0544967
416,33.4709247,126.6456404,0.411985,160.1165651
417,33.4710263,126.7765465,0.343245,160.2475728
418,33.4710608,126.5454668,0.27496,160.0165276
419,33.47116449,126.3951466,0.5264,159.8663111
420,33.47147561,126.57014,0.32018,160.0416156
421,33.47227649,126.4184428,0.414671436,159.8907192
422,33.47250499,126.4243682,0.564012169,159.8968732
423,33.47281887,126.4630301,0.3437,159.935849
424,33.47339015,126.4091288,0.5264,159.882519
425,33.47349412,126.5456469,0.27496,160.019141
426,33.47505427,126.5270668,0.13748,160.0021211
427,33.47507833,126.5316789,0.13748,160.0067573
428,33.47525579,126.6372391,0.411985,160.1124949
429,33.47544604,126.3881935,0.328488569,159.8636395
430,33.4761234,126.3827421,0.374562517,159.8588655
431,33.47619935,126.780032,0.380216531,160.2562313
432,33.47630837,126.4833214,0.27496,159.9596298
433,33.4765877,126.7808864,0.381336061,160.2574741
434,33.47744524,126.5427027,0.13748,160.0201479
435,33.47774656,126.3878029,0.369768043,159.8655494
436,33.47779896,126.3879177,0.356889551,159.8657167
437,33.47800071,126.5438429,0,160.0218436
438,33.4780366,126.3884385,0.3437,159.8664751
439,33.47825734,126.4680807,0.27496,159.946338
440,33.47860499,126.7830574,0.343245,160.2616624
441,33.47895896,126.4823071,0.27496,159.9612661
442,33.48005319,126.6254858,0.411985,160.105539
443,33.48067877,126.4722162,0.27496,159.9528949
444,33.48070302,126.398577,0.400076,159.87928
445,33.48086417,126.398882,0.371821675,159.8797462
446,33.4809459,126.5183198,0.45766,159.9992657
447,33.48102712,126.5166155,0.45766,159.9976426
448,33.48116441,126.3994473,0.371956971,159.8806117
449,33.48132362,126.3997471,0.400076,159.8810707
450,33.48194055,126.4449153,0.38892,159.9268558
451,33.48201609,126.8978905,0.3437,160.3799066
452,33.48214383,126.444246,0.38892,159.9263899
453,33.48233227,126.4422658,0.38892,159.9245981
454,33.48239171,126.4416217,0.38892,159.9240134
455,33.48343276,126.4041528,0.13748,159.8875855
456,33.48358859,126.4963679,0.13748,159.9799565
457,33.48366058,126.405096,0.165691828,159.8887566
458,33.48371902,126.405338,0.165609826,159.889057
459,33.4852643,126.4108957,0.152290791,159.89616
460,33.48548899,126.5425041,0.27496,160.0279931
461,33.48570433,126.4964515,0.13748,159.9821558
462,33.48570693,126.6041622,0.411985,160.0898691
463,33.4858849,126.4899786,0.32018,159.9758635
464,33.48597496,126.4864085,0.32018,159.9723835
465,33.48600015,126.4795502,0.27496,159.9655503
466,33.4863269,126.4801499,0.27496,159.9664768
467,33.48655916,126.4139861,0.13748,159.9005452
468,33.48763274,126.5404143,0.242840245,160.028047
469,33.48839527,126.4835066,0.27496,159.9719018
470,33.4886513,126.518115,0.32018,160.0067663
471,33.48869949,126.597621,0.411985,160.0863205
472,33.48913234,126.5184052,0.32018,160.0075375
473,33.48916099,126.5390003,0.27496,160.0281613
474,33.4898944,126.5436231,0.32018,160.0335175
475,33.48993959,126.4901533,0.32018,159.9800929
476,33.49007787,126.486558,0.29747258,159.9766358
477,33.49156678,126.6807663,0.13748,160.1723331
478,33.49172865,126.6822673,0.13748,160.1739959
