,시작지점의 위도,시작지점의 경도,열의 합
0,33.2434317486804,126.422025484805,0.1827
1,33.2445118299829,126.42706892425,0.0
2,33.2446008832225,126.562080064702,0.3524633053676139
3,33.2448713768605,126.564407292513,0.32018
4,33.2448817599221,126.419089287441,0.20999052296431842
5,33.2451502245644,126.565256479719,0.32018
6,33.2453748836718,126.565805394195,0.32018
7,33.2455654004832,126.56622823987,0.32018
8,33.2458601630744,126.417640987034,0.2112144815991033
9,33.2460808686345,126.56720431031,0.32018
10,33.2461504858452,126.417211228734,0.1827
11,33.2469121812391,126.568186082063,0.32018
12,33.2469959405606,126.524357871654,0.41198500000000005
13,33.2470525173768,126.523502732341,0.4119850000000001
14,33.2473878901589,126.568641655676,0.32018
15,33.2476070087314,126.56194314691,0.36802402423074276
16,33.248490656346,126.566092112905,0.32018
17,33.2485052332214,126.569797099798,0.32018
18,33.2486330494679,126.567766213854,0.32018
19,33.2487163730248,126.510996270448,0.4119850000000001
20,33.2490290745359,126.509864069845,0.40450909670563234
21,33.249504775292,126.430786666395,0.0
22,33.2495274323645,126.41516769304,0.1827
23,33.2495513278977,126.571265834882,0.32018
24,33.2495827339009,126.507873746275,0.41198500000000005
25,33.2499486996761,126.505663685199,0.4008721515619636
26,33.2504408798414,126.479772516194,0.41198500000000005
27,33.2505756694444,126.47897307994,0.41198500000000005
28,33.2506042519874,126.489259253852,0.41198500000000005
29,33.2506112093179,126.303780415662,0.27496000000000004
30,33.2506235369829,126.489733278303,0.41198500000000005
31,33.2506395221982,126.308214794518,0.27496000000000004
32,33.2506707173365,126.572365894008,0.32018
33,33.2510025792305,126.412163318093,0.1827
34,33.2510453401405,126.51057382497,0.38892
35,33.2510915391162,126.435438952264,0.3570270588235294
36,33.2510951783676,126.435137606044,0.3580124676409186
37,33.2511464647543,126.433807257506,0.32018
38,33.2511516704198,126.478039080718,0.41198500000000005
39,33.2514261454919,126.509066205085,0.38892
40,33.2516143682265,126.508321028024,0.33200521607068895
41,33.2517163057307,126.425612357997,0.32018
42,33.2518069940214,126.507558417468,0.38892
43,33.2518121079499,126.412606529971,0.1827
44,33.2518840173453,126.423200498485,0.32018
45,33.2519471764356,126.510893698586,0.38892
46,33.2520185079135,126.567805216454,0.32018
47,33.2520519604627,126.553525949167,0.20622
48,33.252183260053,126.506068768421,0.38892
49,33.2523900231934,126.443906980257,0.29657812780656306
50,33.2525101833859,126.508644486518,0.1827
51,33.2525975557703,126.567765334976,0.32018
52,33.2527117372472,126.561123952865,0.3556571568627451
53,33.2527978840856,126.511195435893,0.38892
54,33.2530738228232,126.506392739802,0.38892000000000004
55,33.2532003198641,126.561048672553,0.28907275475500693
56,33.2533483302766,126.508947121872,0.1827
57,33.2536475390636,126.511496801699,0.38892
58,33.2539001177339,126.506693332718,0.38891999999999993
59,33.2541286672537,126.565480646032,0.3148423616366037
60,33.2542138463575,126.509259638269,0.1827
61,33.2542158776929,126.576890076482,0.32018
62,33.2542334992327,126.565957886793,0.3147875245641839
63,33.2542683348405,126.212819073539,0.20622
64,33.2545307850258,126.511810080608,0.3143989391431031
65,33.2546120543735,126.342103167267,0.13748000000000002
66,33.2546282833481,126.567677915087,0.3055510488322718
67,33.2547822390188,126.507014232557,0.38892000000000004
68,33.2548960401801,126.510361104064,0.38892
69,33.25509361856,126.509577304036,0.32098544058269335
70,33.2551060760495,126.540831571908,0.411985
71,33.2552152701736,126.414235672425,0.27460582902584496
72,33.2552863681975,126.508812659461,0.38892
73,33.255431462832,126.413686617807,0.32018
74,33.2555811299821,126.511878555533,0.1827
75,33.2556592849375,126.507333288145,0.38892
76,33.2556629912224,126.434977511323,0.2520292461547459
77,33.2562036745941,126.560554668493,0.38892
78,33.2564487502197,126.511030130034,0.38891999999999993
79,33.2565170678434,126.568197755969,0.32018
80,33.2566709359707,126.52441046863,0.32018
81,33.2567848688456,126.508940263776,0.38892
82,33.2571300620768,126.510363892139,0.38891999999999993
83,33.2574006381515,126.52574476307,0.1827
84,33.2574097173209,126.524412034435,0.32018
85,33.2574736802935,126.568493548373,0.32018
86,33.2575215502361,126.210169654115,0.20622
87,33.2579776047804,126.428442101691,0.27496000000000004
88,33.2579829268442,126.352935391186,0.16963980796335448
89,33.2580928726103,126.406006382519,0.32018
90,33.2581193973191,126.415839509268,0.23056797827398914
91,33.2585071159642,126.427003448638,0.27496000000000004
92,33.2586530105086,126.568490413177,0.3555282966687618
93,33.2588999347212,126.476921831537,0.262596
94,33.2589595714352,126.476507600171,0.23450232156600298
95,33.2590858157188,126.593399090199,0.27496000000000004
96,33.2592056655577,126.474687397932,0.23431367843399697
97,33.259229140131,126.59387402982,0.27496000000000004
98,33.2592657454154,126.474010236922,0.262596
99,33.2592696638843,126.404662223542,0.44529599999999997
100,33.2593905981319,126.404865449518,0.4168987935271931
101,33.25989767941,126.356370199496,0.20622
102,33.259995243815,126.491305534197,0.19385600000000003
103,33.2600558403,126.490986957642,0.1657505935537882
104,33.2601778570168,126.490345482043,0.16556659583368194
105,33.2601878772997,126.510370333538,0.38892
106,33.2602236870199,126.490104539314,0.19385600000000003
107,33.2603821820653,126.513153410197,0.36214313811447146
108,33.2605125736157,126.514850858979,0.343245
109,33.2609700009698,126.410195850047,0.3550860721514466
110,33.26127013848,126.524428741607,0.32018
111,33.2616551254378,126.452658411134,0.262596
112,33.2616899003025,126.453101880221,0.262596
113,33.261756484889,126.412578548412,0.32018
114,33.2620250008509,126.414359779966,0.32018
115,33.2620753169919,126.559024392488,0.38892000000000004
116,33.262662414017,126.542059748424,0.056375999999999996
117,33.2626899811438,126.542299939873,0.056375999999999996
118,33.2632387095572,126.44382635549,0.20622
119,33.2635926420061,126.623204402864,0.27496000000000004
120,33.2636240241865,126.623943319546,0.27496000000000004
121,33.2636849235549,126.550978469711,0.20621999999999996
122,33.2641115831754,126.554043289722,0.20622
123,33.2641171966214,126.554313841535,0.20622
124,33.2642169597459,126.558740510615,0.2952834904194718
125,33.264586238943,126.561829905655,0.20622
126,33.2649369539687,126.563553838608,0.20622
127,33.2649815223317,126.371728511041,0.20622
128,33.2650654505748,126.372064475643,0.20621999999999996
129,33.2651400802527,126.372580301454,0.20622
130,33.2653649550646,126.564923537092,0.234408
131,33.2654305680819,126.565133514135,0.234341113220339
132,33.265988198701,126.414267487304,0.28138799999999997
133,33.2660400148769,126.414028512905,0.28138799999999997
134,33.2661453628462,126.56815588171,0.2940063018534863
135,33.2687488493739,126.39489840835,0.418868
136,33.2687806948493,126.394605660737,0.418868
137,33.2722218484604,126.595303395205,0.19385600000000003
138,33.2722912806495,126.595501636538,0.19385600000000003
139,33.2746046930701,126.234141819078,0.20622
